product_id,product_type,product_name,price,scrap_datetime,style_id,color_id,color_name,fit,model_height,model_size,cotton,rayon,lyocell,polyester,spandex,elastomultiester
1130139001,men_jeans_loose,loose_bootcut_jeans,44.99,2023-02-25 21:33:37,1130139,001,black_gray_checked,loose_fit,186,31/32,1.0,0.0,0.0,0.65,0.0,0.0
1130139002,men_jeans_loose,loose_bootcut_jeans,44.99,2023-02-25 21:33:37,1130139,002,denim_blue,loose_fit,186,31/32,1.0,0.0,0.0,0.65,0.0,0.0
1130139003,men_jeans_loose,loose_bootcut_jeans,44.99,2023-02-25 21:33:37,1130139,003,light_denim_blue,loose_fit,,,1.0,0.0,0.0,0.65,0.0,0.0
1130139004,men_jeans_loose,loose_bootcut_jeans,44.99,2023-02-25 21:33:37,1130139,004,denim_black,loose_fit,184,31/30,1.0,0.0,0.0,0.65,0.0,0.0
1121155001,men_jeans_regular,regular_bootcut_jeans,44.99,2023-02-25 21:33:37,1121155,001,black,regular_fit,187,31/32,1.0,0.0,0.0,0.0,0.01,0.0
1121155003,men_jeans_regular,regular_bootcut_jeans,44.99,2023-02-25 21:33:37,1121155,003,denim_blue,regular_fit,187,31/32,1.0,0.0,0.0,0.0,0.01,0.0
0690449001,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,001,light_denim_blue_trashed,skinny_fit,,,0.99,0.0,0.0,0.0,0.01,0.0
0690449002,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,002,denim_blue,skinny_fit,,,0.98,0.0,0.0,0.0,0.02,0.0
0690449006,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,006,black_washed,skinny_fit,,,1.0,0.0,0.0,0.0,0.02,0.0
0690449007,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,007,light_denim_blue,skinny_fit,,,1.0,0.0,0.0,0.0,0.02,0.0
0690449009,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,009,black_washed_out,skinny_fit,,,0.99,0.0,0.0,0.0,0.01,0.0
0690449011,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,011,white,skinny_fit,,,0.99,0.0,0.0,0.0,0.01,0.0
0690449013,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,013,black_washed,skinny_fit,,,0.98,0.0,0.0,1.0,0.02,0.0
0690449021,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,021,dark_denim_blue_trashed,skinny_fit,,,0.98,0.0,0.0,1.0,0.02,0.0
0690449022,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,022,black_trashed,skinny_fit,187,31/32,0.98,0.0,0.0,1.0,0.02,0.0
0690449024,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,024,dark_blue_trashed,skinny_fit,,,0.98,0.0,0.0,1.0,0.02,0.0
0690449028,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,028,dark_blue_washed_out,skinny_fit,,,0.98,0.0,0.0,0.0,0.02,0.0
0690449035,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,035,denim_blue_trashed,skinny_fit,,,0.98,0.0,0.0,0.0,0.02,0.0
0690449036,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,036,black,skinny_fit,187,31/32,0.98,0.0,0.0,0.0,0.02,0.0
0690449040,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,040,denim_gray,skinny_fit,,,0.98,0.0,0.0,0.65,0.02,0.0
0690449043,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,043,light_denim_blue_trashed,skinny_fit,183,31/32,0.98,0.0,0.0,0.65,0.02,0.0
0690449046,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,046,light_denim_gray_trashed,skinny_fit,,,0.98,0.0,0.0,0.0,0.02,0.0
0690449051,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,051,gray,skinny_fit,187,31/32,0.98,0.0,0.0,0.0,0.02,0.0
0690449056,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,056,light_denim_blue,skinny_fit,182,32/32,0.98,0.0,0.0,0.65,0.02,0.0
0690449059,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,059,denim_blue,skinny_fit,185,38/32,0.98,0.0,0.0,0.65,0.02,0.0
0690449062,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,062,light_denim_blue,skinny_fit,187,31/32,0.98,0.0,0.0,0.65,0.02,0.0
0690449064,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,064,black_patterned,skinny_fit,,,0.98,0.0,0.0,0.65,0.02,0.0
0690449067,men_jeans_ripped,skinny_jeans,39.99,2023-02-25 21:33:37,0690449,067,denim_blue,skinny_fit,185,31/32,0.98,0.0,0.0,0.65,0.02,0.0
0938875001,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,001,light_denim_blue,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
0938875002,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,002,white,slim_fit,189,31/32,1.0,0.0,0.0,0.0,0.01,0.0
0938875004,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,004,dark_gray,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
0938875007,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,007,black,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
0938875008,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,008,denim_blue,slim_fit,187,31/32,1.0,0.0,0.0,0.0,0.01,0.0
0938875010,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,010,light_blue,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
0938875012,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,012,denim_blue,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
0938875013,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,013,pale_denim_blue,slim_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
0938875014,men_jeans_slim,slim_tapered_jeans,39.99,2023-02-25 21:33:37,0938875,014,black,slim_fit,,,0.98,0.0,0.0,0.65,0.02,0.0
1024711001,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,001,black,slim_fit,187,33/32,1.0,0.0,0.0,0.0,0.02,0.0
1024711002,men_jeans_slim,slim_jeans,34.99,2023-02-25 21:33:37,1024711,002,light_denim_blue,slim_fit,187,31/32,1.0,0.0,0.0,0.0,0.01,0.0
