product_id,style_id,color_id,product_type,product_name,color_name,fit,price,size,composition,material_1,material_2,material_3,material_4,material_5,scrap_datetime
2834585,32808,6823802,slim,men_512_slim_taper_fit_jeans,charred_marshmallow,taper_fit,69.99,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
2834585,32808,2383464,slim,men_512_slim_taper_fit_jeans,dark_hollow_waterless,taper_fit,69.99,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
2834585,32808,5365049,slim,men_512_slim_taper_fit_jeans,goldenrod,taper_fit,69.99,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
2834585,32808,5584522,slim,men_512_slim_taper_fit_jeans,native_cali,taper_fit,69.99,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
2834585,32808,2713262,slim,men_512_slim_taper_fit_jeans,sin_city_waterless,taper_fit,69.99,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
11214865,32808,6075480,slim,men_parker_slim_fit_stretch_jeans,black,slim_fit,108.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
11214865,32808,7864829,slim,men_parker_slim_fit_stretch_jeans,hartland,slim_fit,108.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
11214865,32808,7864885,slim,men_parker_slim_fit_stretch_jeans,rinse,slim_fit,108.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
11214865,32808,6075483,slim,men_parker_slim_fit_stretch_jeans,white,slim_fit,108.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14989127,32808,7854175,slim,men_slim_straight_fit_acid_wash_parker_jeans,archer,straight_fit,54.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14989127,32808,7854177,slim,men_slim_straight_fit_acid_wash_parker_jeans,asher,straight_fit,54.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14989127,32808,7854176,slim,men_slim_straight_fit_acid_wash_parker_jeans,finn,straight_fit,54.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14989127,32808,8148915,slim,men_slim_straight_fit_acid_wash_parker_jeans,max,straight_fit,54.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14989127,32808,8148916,slim,men_slim_straight_fit_acid_wash_parker_jeans,tyson,straight_fit,54.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14765713,32808,7865085,slim,men_grant_classic_fit_stretch_jeans,black,classic_fit,108.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14765713,32808,7803881,slim,men_grant_classic_fit_stretch_jeans,malone,classic_fit,108.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14765713,32808,7803882,slim,men_grant_classic_fit_stretch_jeans,marshall,classic_fit,108.0,28/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
10676405,32808,5929984,slim,men_slim_straight_core_jeans,dark_wash,None,69.5,30/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
11305085,32808,6842006,slim,levi’s®_men_512_flex_slim_taper_fit_jeans,all_i_have,taper_fit,69.99,28/30,cotton/lyocell/elastane,cotton,lyocell,elastane,,,2023-02-26 09:34:11
11305085,32808,6675404,slim,levi’s®_men_512_flex_slim_taper_fit_jeans,red_haze,taper_fit,69.99,28/30,cotton/lyocell/elastane,cotton,lyocell,elastane,,,2023-02-26 09:34:11
14873587,32808,7820099,slim,men_super_skinny_destroyed_jeans,grey_denim,None,96.0,30,cotton/polyester/elastane,cotton,polyester,elastane,,,2023-02-26 09:34:11
12622904,32808,,slim,men_110_slim_coolmax_low_rise_stretch_jeans,,None,99.0,29/30,cotton/-tencel-lyocell/-coolmax-polyester/lycra-elastane,cotton,-tencel-lyocell,-coolmax-polyester,lycra-elastane,,2023-02-26 09:34:11
13140687,32808,6990030,slim,men_tam_slim_straight_fit_jeans,grey_wash,straight_fit,69.5,30/30,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
14873586,32808,7856847,slim,men_embroidered_smiley_jeans,indigo_denim,None,150.0,30/32,cotton/elastane,cotton,elastane,,,,2023-02-26 09:34:11
10466014,32808,5683746,slim,men_slim_fit_distressed_jeans,ash_wash,slim_fit,60.0,29/30,cotton/spandex,cotton,spandex,,,,2023-02-26 09:34:11
